question_attempt_id,question_usage_id,questionid,maxmark
9126,457,5,1.4
9127,457,19,1.1
9128,457,3,2.0
9129,457,6,1.2
9130,457,7,1.0
9131,457,14,1.1
9132,457,18,1.1
9133,457,15,1.4
9134,457,9,1.5
9135,457,2,1.9
9136,457,11,1.5
9137,457,20,1.6
9138,457,13,1.4
9139,457,12,1.8
9140,457,17,1.2
9141,458,22,1.7
9142,458,34,1.9
9143,458,33,1.6
9144,458,35,1.7
9145,458,39,1.2
9146,458,27,1.7
9147,458,26,1.9
9148,458,25,1.2
9149,458,31,1.7
9150,458,21,1.2
9151,458,36,1.9
9152,458,24,1.1
9153,458,23,1.6
9154,458,28,1.2
9155,458,40,1.0
9156,458,32,1.1
9157,458,29,1.9
9158,458,37,1.7
9159,458,30,1.0
9160,458,38,1.2
9161,459,52,1.5
9162,459,43,1.3
9163,459,60,1.4
9164,459,59,1.8
9165,459,56,1.2
9166,459,53,1.2
9167,459,55,1.5
9168,459,50,1.8
9169,459,48,1.2
9170,459,46,1.9
9171,459,42,1.2
9172,459,44,1.9
9173,459,58,1.9
9174,459,45,1.5
9175,459,57,1.5
9176,459,47,1.5
9177,459,51,1.7
9178,459,41,1.4
9179,459,49,1.4
9180,459,54,1.6
9181,460,78,1.4
9182,460,64,1.5
9183,460,69,1.5
9184,460,61,1.9
9185,460,67,1.9
9186,460,79,1.2
9187,460,65,1.5
9188,460,72,1.6
9189,460,77,1.1
9190,460,66,1.7
9191,460,73,1.5
9192,460,80,1.4
9193,460,62,1.7
9194,460,71,1.8
9195,460,76,1.8
9196,460,70,1.8
9197,460,63,1.1
9198,460,68,1.9
9199,460,74,2.0
9200,460,75,1.9
9201,461,9,1.5
9202,461,12,1.8
9203,461,2,1.9
9204,461,17,1.2
9205,461,13,1.4
9206,461,3,2.0
9207,461,19,1.1
9208,461,14,1.1
9209,461,10,1.2
9210,461,6,1.2
9211,461,4,1.3
9212,461,15,1.4
9213,461,20,1.6
9214,461,7,1.0
9215,461,18,1.1
9216,461,1,1.9
9217,461,16,1.0
9218,461,5,1.4
9219,461,11,1.5
9220,461,8,1.9
9221,462,22,1.7
9222,462,26,1.9
9223,462,25,1.2
9224,462,37,1.7
9225,462,21,1.2
9226,462,40,1.0
9227,462,34,1.9
9228,462,28,1.2
9229,462,33,1.6
9230,462,35,1.7
9231,462,36,1.9
9232,462,27,1.7
9233,462,23,1.6
9234,462,38,1.2
9235,462,32,1.1
9236,462,39,1.2
9237,462,30,1.0
9238,462,24,1.1
9239,462,31,1.7
9240,462,29,1.9
9241,463,45,1.5
9242,463,52,1.5
9243,463,56,1.2
9244,463,58,1.9
9245,463,55,1.5
9246,463,53,1.2
9247,463,43,1.3
9248,463,48,1.2
9249,463,57,1.5
9250,463,60,1.4
9251,463,46,1.9
9252,463,59,1.8
9253,463,50,1.8
9254,463,41,1.4
9255,463,42,1.2
9256,463,47,1.5
9257,463,54,1.6
9258,463,51,1.7
9259,463,44,1.9
9260,463,49,1.4
9261,464,63,1.1
9262,464,77,1.1
9263,464,79,1.2
9264,464,74,2.0
9265,464,67,1.9
9266,464,72,1.6
9267,464,76,1.8
9268,464,75,1.9
9269,464,62,1.7
9270,464,64,1.5
9271,464,70,1.8
9272,464,66,1.7
9273,464,65,1.5
9274,464,78,1.4
9275,464,69,1.5
9276,464,80,1.4
9277,464,73,1.5
9278,464,68,1.9
9279,464,61,1.9
9280,464,71,1.8
9281,465,19,1.1
9282,465,13,1.4
9283,465,14,1.1
9284,465,12,1.8
9285,465,5,1.4
9286,465,10,1.2
9287,465,16,1.0
9288,465,9,1.5
9289,465,4,1.3
9290,465,1,1.9
9291,465,6,1.2
9292,465,2,1.9
9293,465,8,1.9
9294,465,11,1.5
9295,465,18,1.1
9296,465,17,1.2
9297,465,20,1.6
9298,465,3,2.0
9299,465,15,1.4
9300,465,7,1.0
9301,466,28,1.2
9302,466,22,1.7
9303,466,27,1.7
9304,466,25,1.2
9305,466,32,1.1
9306,466,33,1.6
9307,466,24,1.1
9308,466,38,1.2
9309,466,30,1.0
9310,466,26,1.9
9311,466,23,1.6
9312,466,31,1.7
9313,466,29,1.9
9314,466,37,1.7
9315,466,34,1.9
9316,466,40,1.0
9317,466,35,1.7
9318,466,21,1.2
9319,466,39,1.2
9320,466,36,1.9
9321,467,48,1.2
9322,467,54,1.6
9323,467,52,1.5
9324,467,46,1.9
9325,467,56,1.2
9326,467,55,1.5
9327,467,51,1.7
9328,467,43,1.3
9329,467,50,1.8
9330,467,57,1.5
9331,467,58,1.9
9332,467,49,1.4
9333,467,47,1.5
9334,467,44,1.9
9335,467,60,1.4
9336,467,59,1.8
9337,467,41,1.4
9338,467,42,1.2
9339,467,53,1.2
9340,467,45,1.5
9341,468,75,1.9
9342,468,77,1.1
9343,468,76,1.8
9344,468,64,1.5
9345,468,72,1.6
9346,468,78,1.4
9347,468,79,1.2
9348,468,66,1.7
9349,468,70,1.8
9350,468,71,1.8
9351,468,67,1.9
9352,468,65,1.5
9353,468,68,1.9
9354,468,62,1.7
9355,468,74,2.0
9356,468,69,1.5
9357,468,63,1.1
9358,468,73,1.5
9359,468,80,1.4
9360,468,61,1.9
9361,469,1,1.9
9362,469,6,1.2
9363,469,7,1.0
9364,469,16,1.0
9365,469,10,1.2
9366,469,4,1.3
9367,469,9,1.5
9368,469,11,1.5
9369,469,8,1.9
9370,469,15,1.4
9371,469,5,1.4
9372,469,19,1.1
9373,469,20,1.6
9374,469,3,2.0
9375,469,2,1.9
9376,469,12,1.8
9377,469,18,1.1
9378,469,17,1.2
9379,469,14,1.1
9380,469,13,1.4
9381,470,36,1.9
9382,470,40,1.0
9383,470,29,1.9
9384,470,28,1.2
9385,470,35,1.7
9386,470,31,1.7
9387,470,23,1.6
9388,470,22,1.7
9389,470,34,1.9
9390,470,24,1.1
9391,470,38,1.2
9392,470,25,1.2
9393,470,37,1.7
9394,470,39,1.2
9395,470,32,1.1
9396,470,27,1.7
9397,470,21,1.2
9398,470,26,1.9
9399,470,30,1.0
9400,470,33,1.6
9401,471,56,1.2
9402,471,57,1.5
9403,471,58,1.9
9404,471,45,1.5
9405,471,60,1.4
9406,471,44,1.9
9407,471,48,1.2
9408,471,47,1.5
9409,471,55,1.5
9410,471,41,1.4
9411,471,50,1.8
9412,471,54,1.6
9413,471,49,1.4
9414,471,42,1.2
9415,471,59,1.8
9416,471,46,1.9
9417,471,53,1.2
9418,471,52,1.5
9419,471,43,1.3
9420,471,51,1.7
9421,472,75,1.9
9422,472,66,1.7
9423,472,69,1.5
9424,472,71,1.8
9425,472,63,1.1
9426,472,72,1.6
9427,472,70,1.8
9428,472,73,1.5
9429,472,78,1.4
9430,472,68,1.9
9431,472,61,1.9
9432,472,80,1.4
9433,472,65,1.5
9434,472,74,2.0
9435,472,64,1.5
9436,472,76,1.8
9437,472,77,1.1
9438,472,67,1.9
9439,472,79,1.2
9440,472,62,1.7
9441,473,14,1.1
9442,473,17,1.2
9443,473,4,1.3
9444,473,20,1.6
9445,473,15,1.4
9446,473,3,2.0
9447,473,18,1.1
9448,473,9,1.5
9449,473,7,1.0
9450,473,12,1.8
9451,473,6,1.2
9452,473,11,1.5
9453,473,1,1.9
9454,473,19,1.1
9455,473,13,1.4
9456,473,10,1.2
9457,473,16,1.0
9458,473,2,1.9
9459,473,5,1.4
9460,473,8,1.9
9461,474,29,1.9
9462,474,35,1.7
9463,474,32,1.1
9464,474,22,1.7
9465,474,37,1.7
9466,474,21,1.2
9467,474,34,1.9
9468,474,25,1.2
9469,474,26,1.9
9470,474,40,1.0
9471,474,33,1.6
9472,474,39,1.2
9473,474,23,1.6
9474,474,36,1.9
9475,474,38,1.2
9476,474,24,1.1
9477,474,31,1.7
9478,474,27,1.7
9479,474,30,1.0
9480,474,28,1.2
9481,475,51,1.7
9482,475,44,1.9
9483,475,50,1.8
9484,475,41,1.4
9485,475,53,1.2
9486,475,42,1.2
9487,475,52,1.5
9488,475,48,1.2
9489,475,57,1.5
9490,475,58,1.9
9491,475,60,1.4
9492,475,49,1.4
9493,475,56,1.2
9494,475,55,1.5
9495,475,54,1.6
9496,475,59,1.8
9497,475,46,1.9
9498,475,43,1.3
9499,475,45,1.5
9500,475,47,1.5
9501,476,69,1.5
9502,476,70,1.8
9503,476,72,1.6
9504,476,77,1.1
9505,476,65,1.5
9506,476,79,1.2
9507,476,73,1.5
9508,476,67,1.9
9509,476,78,1.4
9510,476,75,1.9
9511,476,76,1.8
9512,476,66,1.7
9513,476,71,1.8
9514,476,61,1.9
9515,476,80,1.4
9516,476,68,1.9
9517,476,74,2.0
9518,476,64,1.5
9519,476,62,1.7
9520,476,63,1.1
9521,477,9,1.5
9522,477,17,1.2
9523,477,6,1.2
9524,477,1,1.9
9525,477,15,1.4
9526,477,3,2.0
9527,477,8,1.9
9528,477,2,1.9
9529,477,16,1.0
9530,477,7,1.0
9531,477,4,1.3
9532,477,10,1.2
9533,477,5,1.4
9534,477,19,1.1
9535,477,18,1.1
9536,477,13,1.4
9537,477,14,1.1
9538,477,20,1.6
9539,477,11,1.5
9540,477,12,1.8
9541,478,23,1.6
9542,478,33,1.6
9543,478,24,1.1
9544,478,27,1.7
9545,478,38,1.2
9546,478,28,1.2
9547,478,35,1.7
9548,478,30,1.0
9549,478,21,1.2
9550,478,26,1.9
9551,478,36,1.9
9552,478,25,1.2
9553,478,32,1.1
9554,478,22,1.7
9555,478,29,1.9
9556,478,31,1.7
9557,478,37,1.7
9558,478,34,1.9
9559,478,40,1.0
9560,478,39,1.2
9561,479,42,1.2
9562,479,59,1.8
9563,479,56,1.2
9564,479,52,1.5
9565,479,46,1.9
9566,479,54,1.6
9567,479,47,1.5
9568,479,49,1.4
9569,479,55,1.5
9570,479,57,1.5
9571,479,58,1.9
9572,479,41,1.4
9573,479,44,1.9
9574,479,48,1.2
9575,479,45,1.5
9576,479,53,1.2
9577,479,51,1.7
9578,479,43,1.3
9579,479,50,1.8
9580,479,60,1.4
9581,480,72,1.6
9582,480,70,1.8
9583,480,68,1.9
9584,480,63,1.1
9585,480,73,1.5
9586,480,76,1.8
9587,480,65,1.5
9588,480,66,1.7
9589,480,79,1.2
9590,480,74,2.0
9591,480,78,1.4
9592,480,69,1.5
9593,480,61,1.9
9594,480,80,1.4
9595,480,64,1.5
9596,480,71,1.8
9597,480,62,1.7
9598,480,77,1.1
9599,480,75,1.9
9600,480,67,1.9
9601,481,13,1.4
9602,481,2,1.9
9603,481,7,1.0
9604,481,3,2.0
9605,481,20,1.6
9606,481,12,1.8
9607,481,5,1.4
9608,481,17,1.2
9609,481,18,1.1
9610,481,15,1.4
9611,481,4,1.3
9612,481,10,1.2
9613,481,19,1.1
9614,481,9,1.5
9615,481,1,1.9
9616,481,16,1.0
9617,481,6,1.2
9618,481,14,1.1
9619,481,11,1.5
9620,481,8,1.9
9621,482,26,1.9
9622,482,27,1.7
9623,482,32,1.1
9624,482,35,1.7
9625,482,37,1.7
9626,482,28,1.2
9627,482,25,1.2
9628,482,22,1.7
9629,482,31,1.7
9630,482,34,1.9
9631,482,30,1.0
9632,482,21,1.2
9633,482,40,1.0
9634,482,24,1.1
9635,482,29,1.9
9636,482,39,1.2
9637,482,23,1.6
9638,482,36,1.9
9639,482,38,1.2
9640,482,33,1.6
9641,483,57,1.5
9642,483,43,1.3
9643,483,55,1.5
9644,483,46,1.9
9645,483,41,1.4
9646,483,44,1.9
9647,483,60,1.4
9648,483,48,1.2
9649,483,50,1.8
9650,483,47,1.5
9651,483,54,1.6
9652,483,51,1.7
9653,483,45,1.5
9654,483,56,1.2
9655,483,49,1.4
9656,483,52,1.5
9657,483,53,1.2
9658,483,59,1.8
9659,483,42,1.2
9660,483,58,1.9
9661,484,71,1.8
9662,484,67,1.9
9663,484,68,1.9
9664,484,64,1.5
9665,484,74,2.0
9666,484,73,1.5
9667,484,76,1.8
9668,484,65,1.5
9669,484,70,1.8
9670,484,66,1.7
9671,484,61,1.9
9672,484,79,1.2
9673,484,72,1.6
9674,484,69,1.5
9675,484,63,1.1
9676,484,80,1.4
9677,484,78,1.4
9678,484,77,1.1
9679,484,75,1.9
9680,484,62,1.7
9681,485,12,1.8
9682,485,2,1.9
9683,485,20,1.6
9684,485,16,1.0
9685,485,5,1.4
9686,485,9,1.5
9687,485,19,1.1
9688,485,15,1.4
9689,485,17,1.2
9690,485,8,1.9
9691,485,3,2.0
9692,485,7,1.0
9693,485,13,1.4
9694,485,18,1.1
9695,485,1,1.9
9696,485,4,1.3
9697,485,14,1.1
9698,485,10,1.2
9699,485,6,1.2
9700,485,11,1.5
9701,486,35,1.7
9702,486,24,1.1
9703,486,29,1.9
9704,486,23,1.6
9705,486,27,1.7
9706,486,25,1.2
9707,486,33,1.6
9708,486,37,1.7
9709,486,28,1.2
9710,486,31,1.7
9711,486,32,1.1
9712,486,39,1.2
9713,486,34,1.9
9714,486,22,1.7
9715,486,30,1.0
9716,486,38,1.2
9717,486,36,1.9
9718,486,26,1.9
9719,486,40,1.0
9720,486,21,1.2
9721,487,43,1.3
9722,487,48,1.2
9723,487,47,1.5
9724,487,42,1.2
9725,487,44,1.9
9726,487,41,1.4
9727,487,59,1.8
9728,487,46,1.9
9729,487,56,1.2
9730,487,53,1.2
9731,487,55,1.5
9732,487,60,1.4
9733,487,45,1.5
9734,487,52,1.5
9735,487,54,1.6
9736,487,49,1.4
9737,487,51,1.7
9738,487,58,1.9
9739,487,50,1.8
9740,487,57,1.5
9741,488,75,1.9
9742,488,68,1.9
9743,488,78,1.4
9744,488,64,1.5
9745,488,77,1.1
9746,488,76,1.8
9747,488,73,1.5
9748,488,80,1.4
9749,488,79,1.2
9750,488,61,1.9
9751,488,65,1.5
9752,488,70,1.8
9753,488,67,1.9
9754,488,62,1.7
9755,488,63,1.1
9756,488,66,1.7
9757,488,69,1.5
9758,488,72,1.6
9759,488,71,1.8
9760,488,74,2.0
9761,489,7,1.0
9762,489,16,1.0
9763,489,20,1.6
9764,489,1,1.9
9765,489,14,1.1
9766,489,2,1.9
9767,489,13,1.4
9768,489,9,1.5
9769,489,10,1.2
9770,489,3,2.0
9771,489,17,1.2
9772,489,12,1.8
9773,489,5,1.4
9774,489,11,1.5
9775,489,8,1.9
9776,489,15,1.4
9777,489,19,1.1
9778,489,6,1.2
9779,489,4,1.3
9780,489,18,1.1
9781,490,32,1.1
9782,490,23,1.6
9783,490,40,1.0
9784,490,31,1.7
9785,490,34,1.9
9786,490,28,1.2
9787,490,33,1.6
9788,490,25,1.2
9789,490,21,1.2
9790,490,30,1.0
9791,490,39,1.2
9792,490,38,1.2
9793,490,22,1.7
9794,490,26,1.9
9795,490,24,1.1
9796,490,27,1.7
9797,490,37,1.7
9798,490,36,1.9
9799,490,29,1.9
9800,490,35,1.7
9801,491,54,1.6
9802,491,45,1.5
9803,491,51,1.7
9804,491,55,1.5
9805,491,60,1.4
9806,491,41,1.4
9807,491,42,1.2
9808,491,44,1.9
9809,491,49,1.4
9810,491,57,1.5
9811,491,48,1.2
9812,491,46,1.9
9813,491,56,1.2
9814,491,58,1.9
9815,491,59,1.8
9816,491,47,1.5
9817,491,50,1.8
9818,491,43,1.3
9819,491,52,1.5
9820,491,53,1.2
9821,492,76,1.8
9822,492,66,1.7
9823,492,75,1.9
9824,492,71,1.8
9825,492,63,1.1
9826,492,72,1.6
9827,492,74,2.0
9828,492,65,1.5
9829,492,73,1.5
9830,492,69,1.5
9831,492,70,1.8
9832,492,78,1.4
9833,492,61,1.9
9834,492,68,1.9
9835,492,77,1.1
9836,492,80,1.4
9837,492,64,1.5
9838,492,62,1.7
9839,492,79,1.2
9840,492,67,1.9
9841,493,1,1.9
9842,493,17,1.2
9843,493,12,1.8
9844,493,14,1.1
9845,493,15,1.4
9846,493,6,1.2
9847,493,10,1.2
9848,493,2,1.9
9849,493,20,1.6
9850,493,11,1.5
9851,493,16,1.0
9852,493,7,1.0
9853,493,4,1.3
9854,493,9,1.5
9855,493,19,1.1
9856,493,5,1.4
9857,493,8,1.9
9858,493,13,1.4
9859,493,18,1.1
9860,493,3,2.0
9861,494,25,1.2
9862,494,36,1.9
9863,494,33,1.6
9864,494,31,1.7
9865,494,39,1.2
9866,494,21,1.2
9867,494,32,1.1
9868,494,29,1.9
9869,494,30,1.0
9870,494,40,1.0
9871,494,23,1.6
9872,494,27,1.7
9873,494,38,1.2
9874,494,35,1.7
9875,494,22,1.7
9876,494,24,1.1
9877,494,37,1.7
9878,494,34,1.9
9879,494,28,1.2
9880,494,26,1.9
9881,495,50,1.8
9882,495,44,1.9
9883,495,58,1.9
9884,495,41,1.4
9885,495,43,1.3
9886,495,52,1.5
9887,495,47,1.5
9888,495,51,1.7
9889,495,60,1.4
9890,495,53,1.2
9891,495,46,1.9
9892,495,42,1.2
9893,495,49,1.4
9894,495,55,1.5
9895,495,54,1.6
9896,495,48,1.2
9897,495,56,1.2
9898,495,45,1.5
9899,495,59,1.8
9900,495,57,1.5
9901,496,79,1.2
9902,496,67,1.9
9903,496,63,1.1
9904,496,73,1.5
9905,496,66,1.7
9906,496,76,1.8
9907,496,61,1.9
9908,496,75,1.9
9909,496,77,1.1
9910,496,64,1.5
9911,496,78,1.4
9912,496,80,1.4
9913,496,68,1.9
9914,496,65,1.5
9915,496,69,1.5
9916,496,62,1.7
9917,496,70,1.8
9918,496,71,1.8
9919,496,72,1.6
9920,496,74,2.0
9921,497,3,2.0
9922,497,8,1.9
9923,497,16,1.0
9924,497,2,1.9
9925,497,17,1.2
9926,497,12,1.8
9927,497,15,1.4
9928,497,14,1.1
9929,497,18,1.1
9930,497,11,1.5
9931,497,19,1.1
9932,497,5,1.4
9933,497,4,1.3
9934,497,1,1.9
9935,497,10,1.2
9936,497,20,1.6
9937,497,6,1.2
9938,497,7,1.0
9939,497,13,1.4
9940,497,9,1.5
9941,498,36,1.9
9942,498,23,1.6
9943,498,39,1.2
9944,498,21,1.2
9945,498,22,1.7
9946,498,25,1.2
9947,498,26,1.9
9948,498,37,1.7
9949,498,40,1.0
9950,498,34,1.9
9951,498,24,1.1
9952,498,32,1.1
9953,498,29,1.9
9954,498,35,1.7
9955,498,38,1.2
9956,498,27,1.7
9957,498,30,1.0
9958,498,33,1.6
9959,498,31,1.7
9960,498,28,1.2
9961,499,41,1.4
9962,499,57,1.5
9963,499,58,1.9
9964,499,42,1.2
9965,499,52,1.5
9966,499,54,1.6
9967,499,60,1.4
9968,499,59,1.8
9969,499,46,1.9
9970,499,53,1.2
9971,499,44,1.9
9972,499,48,1.2
9973,499,47,1.5
9974,499,49,1.4
9975,499,51,1.7
9976,499,50,1.8
9977,499,43,1.3
9978,499,45,1.5
9979,499,56,1.2
9980,499,55,1.5
9981,500,76,1.8
9982,500,80,1.4
9983,500,62,1.7
9984,500,74,2.0
9985,500,77,1.1
9986,500,68,1.9
9987,500,63,1.1
9988,500,72,1.6
9989,500,78,1.4
9990,500,70,1.8
9991,500,79,1.2
9992,500,71,1.8
9993,500,64,1.5
9994,500,69,1.5
9995,500,65,1.5
9996,500,61,1.9
9997,500,67,1.9
9998,500,66,1.7
9999,500,75,1.9
10000,500,73,1.5
10001,501,6,1.2
10002,501,2,1.9
10003,501,13,1.4
10004,501,8,1.9
10005,501,15,1.4
10006,501,1,1.9
10007,501,4,1.3
10008,501,20,1.6
10009,501,18,1.1
10010,501,10,1.2
10011,501,12,1.8
10012,501,19,1.1
10013,501,11,1.5
10014,501,16,1.0
10015,501,14,1.1
10016,501,17,1.2
10017,501,5,1.4
10018,501,7,1.0
10019,501,9,1.5
10020,501,3,2.0
10021,502,28,1.2
10022,502,39,1.2
10023,502,40,1.0
10024,502,21,1.2
10025,502,37,1.7
10026,502,25,1.2
10027,502,27,1.7
10028,502,36,1.9
10029,502,24,1.1
10030,502,26,1.9
10031,502,34,1.9
10032,502,33,1.6
10033,502,38,1.2
10034,502,29,1.9
10035,502,32,1.1
10036,502,23,1.6
10037,502,22,1.7
10038,502,31,1.7
10039,502,35,1.7
10040,502,30,1.0
10041,503,43,1.3
10042,503,55,1.5
10043,503,58,1.9
10044,503,57,1.5
10045,503,56,1.2
10046,503,51,1.7
10047,503,53,1.2
10048,503,54,1.6
10049,503,46,1.9
10050,503,41,1.4
10051,503,52,1.5
10052,503,42,1.2
10053,503,44,1.9
10054,503,47,1.5
10055,503,45,1.5
10056,503,59,1.8
10057,503,60,1.4
10058,503,50,1.8
10059,503,48,1.2
10060,503,49,1.4
10061,504,70,1.8
10062,504,63,1.1
10063,504,65,1.5
10064,504,71,1.8
10065,504,79,1.2
10066,504,80,1.4
10067,504,64,1.5
10068,504,67,1.9
10069,504,73,1.5
10070,504,75,1.9
10071,504,78,1.4
10072,504,74,2.0
10073,504,72,1.6
10074,504,76,1.8
10075,504,62,1.7
10076,504,69,1.5
10077,504,68,1.9
10078,504,77,1.1
10079,504,61,1.9
10080,504,66,1.7
10081,505,3,2.0
10082,505,19,1.1
10083,505,18,1.1
10084,505,6,1.2
10085,505,10,1.2
10086,505,8,1.9
10087,505,15,1.4
10088,505,1,1.9
10089,505,11,1.5
10090,505,12,1.8
10091,505,14,1.1
10092,505,17,1.2
10093,505,2,1.9
10094,505,5,1.4
10095,505,9,1.5
10096,505,4,1.3
10097,505,16,1.0
10098,505,13,1.4
10099,505,20,1.6
10100,505,7,1.0
10101,506,29,1.9
10102,506,37,1.7
10103,506,35,1.7
10104,506,22,1.7
10105,506,40,1.0
10106,506,38,1.2
10107,506,36,1.9
10108,506,24,1.1
10109,506,33,1.6
10110,506,25,1.2
10111,506,27,1.7
10112,506,26,1.9
10113,506,30,1.0
10114,506,34,1.9
10115,506,32,1.1
10116,506,39,1.2
10117,506,28,1.2
10118,506,21,1.2
10119,506,23,1.6
10120,506,31,1.7
10121,507,47,1.5
10122,507,44,1.9
10123,507,56,1.2
10124,507,46,1.9
10125,507,55,1.5
10126,507,59,1.8
10127,507,52,1.5
10128,507,53,1.2
10129,507,41,1.4
10130,507,57,1.5
10131,507,50,1.8
10132,507,48,1.2
10133,507,60,1.4
10134,507,58,1.9
10135,507,42,1.2
10136,507,54,1.6
10137,507,43,1.3
10138,507,45,1.5
10139,507,51,1.7
10140,507,49,1.4
10141,508,79,1.2
10142,508,74,2.0
10143,508,80,1.4
10144,508,63,1.1
10145,508,62,1.7
10146,508,64,1.5
10147,508,66,1.7
10148,508,67,1.9
10149,508,78,1.4
10150,508,68,1.9
10151,508,65,1.5
10152,508,69,1.5
10153,508,61,1.9
10154,508,70,1.8
10155,508,77,1.1
10156,508,76,1.8
10157,508,75,1.9
10158,508,72,1.6
10159,508,71,1.8
10160,508,73,1.5
10161,509,15,1.4
10162,509,14,1.1
10163,509,9,1.5
10164,509,8,1.9
10165,509,10,1.2
10166,509,19,1.1
10167,509,16,1.0
10168,509,11,1.5
10169,509,5,1.4
10170,509,13,1.4
10171,509,7,1.0
10172,509,6,1.2
10173,509,3,2.0
10174,509,4,1.3
10175,509,18,1.1
10176,509,17,1.2
10177,509,1,1.9
10178,509,2,1.9
10179,509,20,1.6
10180,509,12,1.8
10181,510,37,1.7
10182,510,27,1.7
10183,510,30,1.0
10184,510,24,1.1
10185,510,21,1.2
10186,510,39,1.2
10187,510,28,1.2
10188,510,31,1.7
10189,510,33,1.6
10190,510,22,1.7
10191,510,36,1.9
10192,510,38,1.2
10193,510,34,1.9
10194,510,25,1.2
10195,510,23,1.6
10196,510,26,1.9
10197,510,32,1.1
10198,510,35,1.7
10199,510,29,1.9
10200,510,40,1.0
10201,511,50,1.8
10202,511,48,1.2
10203,511,51,1.7
10204,511,55,1.5
10205,511,49,1.4
10206,511,54,1.6
10207,511,46,1.9
10208,511,60,1.4
10209,511,41,1.4
10210,511,59,1.8
10211,511,44,1.9
10212,511,42,1.2
10213,511,43,1.3
10214,511,45,1.5
10215,511,56,1.2
10216,511,52,1.5
10217,511,47,1.5
10218,511,53,1.2
10219,511,58,1.9
10220,511,57,1.5
10221,512,77,1.1
10222,512,70,1.8
10223,512,72,1.6
10224,512,69,1.5
10225,512,80,1.4
10226,512,62,1.7
10227,512,74,2.0
10228,512,71,1.8
10229,512,79,1.2
10230,512,76,1.8
10231,512,64,1.5
10232,512,73,1.5
10233,512,66,1.7
10234,512,78,1.4
10235,512,68,1.9
10236,512,65,1.5
10237,512,75,1.9
10238,512,63,1.1
10239,512,61,1.9
10240,512,67,1.9
10241,513,4,1.3
10242,513,5,1.4
10243,513,11,1.5
10244,513,8,1.9
10245,513,2,1.9
10246,513,14,1.1
10247,513,18,1.1
10248,513,13,1.4
10249,513,7,1.0
10250,513,20,1.6
10251,513,16,1.0
10252,513,1,1.9
10253,513,6,1.2
10254,513,10,1.2
10255,513,15,1.4
10256,513,17,1.2
10257,513,12,1.8
10258,513,9,1.5
10259,513,19,1.1
10260,513,3,2.0
10261,514,38,1.2
10262,514,34,1.9
10263,514,35,1.7
10264,514,25,1.2
10265,514,21,1.2
10266,514,28,1.2
10267,514,26,1.9
10268,514,30,1.0
10269,514,22,1.7
10270,514,37,1.7
10271,514,31,1.7
10272,514,39,1.2
10273,514,27,1.7
10274,514,24,1.1
10275,514,36,1.9
10276,514,33,1.6
10277,514,40,1.0
10278,514,32,1.1
10279,514,23,1.6
10280,514,29,1.9
10281,515,54,1.6
10282,515,44,1.9
10283,515,53,1.2
10284,515,51,1.7
10285,515,48,1.2
10286,515,60,1.4
10287,515,55,1.5
10288,515,56,1.2
10289,515,59,1.8
10290,515,41,1.4
10291,515,46,1.9
10292,515,52,1.5
10293,515,45,1.5
10294,515,42,1.2
10295,515,58,1.9
10296,515,50,1.8
10297,515,57,1.5
10298,515,47,1.5
10299,515,49,1.4
10300,515,43,1.3
10301,516,73,1.5
10302,516,77,1.1
10303,516,80,1.4
10304,516,74,2.0
10305,516,66,1.7
10306,516,68,1.9
10307,516,65,1.5
10308,516,69,1.5
10309,516,63,1.1
10310,516,64,1.5
10311,516,61,1.9
10312,516,70,1.8
10313,516,75,1.9
10314,516,78,1.4
10315,516,72,1.6
10316,516,76,1.8
10317,516,71,1.8
10318,516,62,1.7
10319,516,79,1.2
10320,516,67,1.9
10321,517,14,1.1
10322,517,10,1.2
10323,517,19,1.1
10324,517,9,1.5
10325,517,2,1.9
10326,517,13,1.4
10327,517,6,1.2
10328,517,11,1.5
10329,517,17,1.2
10330,517,16,1.0
10331,517,20,1.6
10332,517,15,1.4
10333,517,4,1.3
10334,517,5,1.4
10335,517,3,2.0
10336,517,12,1.8
10337,517,8,1.9
10338,517,18,1.1
10339,517,1,1.9
10340,517,7,1.0
10341,518,36,1.9
10342,518,22,1.7
10343,518,38,1.2
10344,518,31,1.7
10345,518,30,1.0
10346,518,34,1.9
10347,518,37,1.7
10348,518,23,1.6
10349,518,27,1.7
10350,518,29,1.9
10351,518,33,1.6
10352,518,24,1.1
10353,518,26,1.9
10354,518,28,1.2
10355,518,40,1.0
10356,518,32,1.1
10357,518,39,1.2
10358,518,25,1.2
10359,518,35,1.7
10360,518,21,1.2
10361,519,55,1.5
10362,519,41,1.4
10363,519,54,1.6
10364,519,46,1.9
10365,519,52,1.5
10366,519,58,1.9
10367,519,49,1.4
10368,519,48,1.2
10369,519,56,1.2
10370,519,44,1.9
10371,519,47,1.5
10372,519,59,1.8
10373,519,60,1.4
10374,519,43,1.3
10375,519,50,1.8
10376,519,45,1.5
10377,519,42,1.2
10378,519,57,1.5
10379,519,53,1.2
10380,519,51,1.7
10381,520,67,1.9
10382,520,76,1.8
10383,520,73,1.5
10384,520,69,1.5
10385,520,70,1.8
10386,520,66,1.7
10387,520,62,1.7
10388,520,63,1.1
10389,520,71,1.8
10390,520,75,1.9
10391,520,80,1.4
10392,520,78,1.4
10393,520,77,1.1
10394,520,74,2.0
10395,520,61,1.9
